",tas"
"1906-09-30,-0.3530259344502686"
"1906-10-31,-0.3222966143134887"
"1906-11-30,-0.5317943972623936"
"1906-12-31,-0.32053673049983916"
"1907-01-31,-0.5293023755631929"
"1907-02-28,-0.6185913273497349"
"1907-03-31,-0.43793064269612136"
"1907-04-30,-0.47799829293549523"
"1907-05-31,-0.6450355299908367"
"1907-06-30,-0.5440585313963137"
"1907-07-31,-0.4250897159923844"
"1907-08-31,-0.49101570258068333"
"1907-09-30,-0.3986792965683776"
"1907-10-31,-0.3359412394100256"
"1907-11-30,-0.5563730529479921"
"1907-12-31,-0.5898768502187177"
"1908-01-31,-0.46647664071005707"
"1908-02-29,-0.41390589364798414"
"1908-03-31,-0.7040724892816118"
"1908-04-30,-0.5884081463548776"
"1908-05-31,-0.4530639609310525"
"1908-06-30,-0.41279954877646113"
"1908-07-31,-0.40103948068305967"
"1908-08-31,-0.48125658808686667"
"1908-09-30,-0.38722147772833737"
"1908-10-31,-0.5747282146229042"
"1908-11-30,-0.6453217768016455"
"1908-12-31,-0.6381544261189295"
"1909-01-31,-0.7629406151801397"
"1909-02-28,-0.5355333439685438"
"1909-03-31,-0.6521415359097233"
"1909-04-30,-0.6328155296355439"
"1909-05-31,-0.5918204686864289"
"1909-06-30,-0.5000673703527238"
"1909-07-31,-0.5237631331528404"
"1909-08-31,-0.33691808290034664"
"1909-09-30,-0.41567191020369293"
"1909-10-31,-0.4945160763937399"
"1909-11-30,-0.3866520144270265"
"1909-12-31,-0.5963384356130558"
"1910-01-31,-0.4327842142278595"
"1910-02-28,-0.5290626485422849"
"1910-03-31,-0.6189373086456379"
"1910-04-30,-0.5349184170732909"
"1910-05-31,-0.536838887219223"
"1910-06-30,-0.5593433784047683"
"1910-07-31,-0.4347580297397372"
"1910-08-31,-0.38878688597472943"
"1910-09-30,-0.4229381831358012"
"1910-10-31,-0.48481955332992505"
"1910-11-30,-0.6724290464848264"
"1910-12-31,-0.7566741259647293"
"1911-01-31,-0.6680465063976584"
"1911-02-28,-0.7060336488251131"
"1911-03-31,-0.763985078874082"
"1911-04-30,-0.6436456147192905"
"1911-05-31,-0.6272078402278076"
"1911-06-30,-0.5543228203593668"
"1911-07-31,-0.49260997025707165"
"1911-08-31,-0.5064450926025428"
"1911-09-30,-0.4982410910008073"
"1911-10-31,-0.34511528496028254"
"1911-11-30,-0.3493132455172624"
"1911-12-31,-0.3154950278724227"
"1912-01-31,-0.3294008581669168"
"1912-02-29,-0.3149174054114492"
"1912-03-31,-0.5543457288786255"
"1912-04-30,-0.337882361042193"
"1912-05-31,-0.335250900714813"
"1912-06-30,-0.28508793271927757"
"1912-07-31,-0.5073085555303841"
"1912-08-31,-0.5724729102051991"
"1912-09-30,-0.6437677088761923"
"1912-10-31,-0.6791173739646927"
"1912-11-30,-0.5579232600893882"
"1912-12-31,-0.5906012615549624"
"1913-01-31,-0.5636490963518855"
"1913-02-28,-0.5500862584104869"
"1913-03-31,-0.6057998319834073"
"1913-04-30,-0.5340448988966893"
"1913-05-31,-0.5411686349906231"
"1913-06-30,-0.5514843902658829"
"1913-07-31,-0.47697931040861336"
"1913-08-31,-0.39560004023550904"
"1913-09-30,-0.41690664073169"
"1913-10-31,-0.43836418223325624"
"1913-11-30,-0.36772292697167175"
"1913-12-31,-0.16402406647367"
"1914-01-31,-0.0784747462912803"
"1914-02-28,-0.2701089824510638"
"1914-03-31,-0.3974834373606657"
"1914-04-30,-0.408905196500763"
"1914-05-31,-0.30789975289450455"
"1914-06-30,-0.30798317491339566"
"1914-07-31,-0.2969514950513807"
"1914-08-31,-0.24459992913964115"
"1914-09-30,-0.3014065560970867"
"1914-10-31,-0.11027443611959363"
"1914-11-30,-0.1902967195394528"
"1914-12-31,-0.23672460872875337"
"1915-01-31,-0.28745864549896183"
"1915-02-28,-0.2204261573060926"
"1915-03-31,-0.1939980561355174"
"1915-04-30,-0.08262227518909558"
"1915-05-31,-0.16808056353487003"
"1915-06-30,-0.17210916614448188"
"1915-07-31,-0.16903176560843167"
"1915-08-31,-0.0668182642244191"
"1915-09-30,-0.12029774836191699"
"1915-10-31,-0.2861068815315662"
"1915-11-30,-0.1728186630059273"
"1915-12-31,-0.3623587993789236"
"1916-01-31,-0.33786005693112303"
"1916-02-29,-0.2640363598960556"
"1916-03-31,-0.43909237593380873"
"1916-04-30,-0.3751779449596254"
"1916-05-31,-0.4181152205716965"
"1916-06-30,-0.4948392943565578"
"1916-07-31,-0.3848842642149174"
"1916-08-31,-0.29676017385636017"
"1916-09-30,-0.3218672856190964"
"1916-10-31,-0.3744158214857521"
"1916-11-30,-0.5142024423250495"
"1916-12-31,-0.8212685124936817"
"1917-01-31,-0.689214139546246"
"1917-02-28,-0.7159820231050554"
"1917-03-31,-0.7842951435304871"
"1917-04-30,-0.5461108272382879"
"1917-05-31,-0.6442834629304667"
"1917-06-30,-0.4788690836849694"
"1917-07-31,-0.24527455380046959"
"1917-08-31,-0.3328220914013788"
"1917-09-30,-0.2979707239767368"
"1917-10-31,-0.5356102398198707"
"1917-11-30,-0.4592476926652775"
"1917-12-31,-0.7865544257314826"
"1918-01-31,-0.5179739068742282"
"1918-02-28,-0.6721651761752665"
"1918-03-31,-0.5790680593090866"
"1918-04-30,-0.6234592045660121"
"1918-05-31,-0.5252176942232534"
"1918-06-30,-0.3865175292003973"
"1918-07-31,-0.3695852028569385"
"1918-08-31,-0.42982035135300295"
"1918-09-30,-0.25825898112858864"
"1918-10-31,-0.11888720801814635"
"1918-11-30,-0.189802585407628"
"1918-12-31,-0.4242561044276242"
"1919-01-31,-0.2512613463353236"
"1919-02-28,-0.2420727348567976"
"1919-03-31,-0.39209825310545954"
"1919-04-30,-0.21141803643835502"
"1919-05-31,-0.3079386785219212"
"1919-06-30,-0.3576919570873855"
"1919-07-31,-0.299892568664353"
"1919-08-31,-0.23813908643411963"
"1919-09-30,-0.2860611503676116"
"1919-10-31,-0.25880492777526115"
"1919-11-30,-0.5575255619018857"
"1919-12-31,-0.503314357443125"
"1920-01-31,-0.25863704231727835"
"1920-02-29,-0.5458830086449578"
"1920-03-31,-0.1720725852111341"
"1920-04-30,-0.336584246564762"
"1920-05-31,-0.2562761367249906"
"1920-06-30,-0.2381102737187215"
"1920-07-31,-0.30046935077679904"
"1920-08-31,-0.22659714049904472"
"1920-09-30,-0.19645549385542055"
"1920-10-31,-0.21776048405803053"
"1920-11-30,-0.3456470977066249"
"1920-12-31,-0.4884765935288048"
"1921-01-31,-0.21760731504721378"
"1921-02-28,-0.2952124516373838"
"1921-03-31,-0.34263409355725366"
"1921-04-30,-0.29096942725498676"
"1921-05-31,-0.3015954805156437"
"1921-06-30,-0.1544001689125995"
"1921-07-31,-0.1554070278029633"
"1921-08-31,-0.32134692985904734"
"1921-09-30,-0.20710627692770445"
"1921-10-31,-0.13444184482947794"
"1921-11-30,-0.19592438345032595"
"1921-12-31,-0.27147902733349416"
"1922-01-31,-0.41907701132336084"
"1922-02-28,-0.4088040677595452"
"1922-03-31,-0.34414800066227613"
"1922-04-30,-0.29111138740081044"
"1922-05-31,-0.4696496441368216"
"1922-06-30,-0.2927036492183547"
"1922-07-31,-0.25908080765873237"
"1922-08-31,-0.3558929937888041"
"1922-09-30,-0.32432133288978177"
"1922-10-31,-0.34514488047370817"
"1922-11-30,-0.25539743476425875"
"1922-12-31,-0.3054062483451228"
"1923-01-31,-0.4037225919341582"
"1923-02-28,-0.49443230111489095"
"1923-03-31,-0.4556235670008798"
"1923-04-30,-0.41038665751910003"
"1923-05-31,-0.4038748961517325"
"1923-06-30,-0.25269110595506983"
"1923-07-31,-0.41963743696058686"
"1923-08-31,-0.32384917695244403"
"1923-09-30,-0.3409327633483764"
"1923-10-31,-0.17645450225382187"
"1923-11-30,-0.033512259500524555"
"1923-12-31,-0.10004944984665415"
"1924-01-31,-0.32711103825210835"
"1924-02-29,-0.3152823138173588"
"1924-03-31,-0.17595449782414513"
"1924-04-30,-0.3424793157434134"
"1924-05-31,-0.217573168966911"
"1924-06-30,-0.27555224365103653"
"1924-07-31,-0.29391536454163564"
"1924-08-31,-0.31724189663253965"
"1924-09-30,-0.3306957918346896"
"1924-10-31,-0.36585052964243303"
"1924-11-30,-0.29073671696608994"
"1924-12-31,-0.4923537379583489"
"1925-01-31,-0.49163564909720703"
"1925-02-28,-0.48531267209294304"
"1925-03-31,-0.3737517484175156"
"1925-04-30,-0.30694255430935913"
"1925-05-31,-0.30565737841454443"
"1925-06-30,-0.33413641355043294"
"1925-07-31,-0.33086437268601687"
"1925-08-31,-0.16828516815768013"
"1925-09-30,-0.25893371084709693"
"1925-10-31,-0.28853403001841815"
"1925-11-30,-0.0590984151641744"
"1925-12-31,0.014048895291478982"
"1926-01-31,0.08253240976855286"
"1926-02-28,-0.03503148147450716"
"1926-03-31,0.023573108652913895"
"1926-04-30,-0.15799289624045934"
"1926-05-31,-0.2700344766146378"
"1926-06-30,-0.1828158465079669"
"1926-07-31,-0.208447688431308"
"1926-08-31,-0.10001692917516468"
"1926-09-30,-0.11788380928371278"
"1926-10-31,-0.06996329182683872"
"1926-11-30,-0.1157889984335138"
"1926-12-31,-0.32215575726036527"
"1927-01-31,-0.31123905811062985"
"1927-02-28,-0.21210012414805582"
"1927-03-31,-0.4189534753972424"
"1927-04-30,-0.31450471476285885"
"1927-05-31,-0.23004513956954478"
"1927-06-30,-0.24831119072401364"
"1927-07-31,-0.20484532812597422"
"1927-08-31,-0.21330413977335155"
"1927-09-30,-0.1196489677262316"
"1927-10-31,-0.0296722794027084"
"1927-11-30,-0.1266735478112635"
"1927-12-31,-0.32356292097322253"
"1928-01-31,-0.017104584397780925"
"1928-02-29,-0.12466925112335339"
"1928-03-31,-0.3195825991267659"
"1928-04-30,-0.23520901843174546"
"1928-05-31,-0.30146891701643663"
"1928-06-30,-0.3267296694866063"
"1928-07-31,-0.18831959794039396"
"1928-08-31,-0.17851628082690232"
"1928-09-30,-0.2066868817259556"
"1928-10-31,-0.18404479568424123"
"1928-11-30,-0.17209516689135207"
"1928-12-31,-0.22671194349876175"
"1929-01-31,-0.4364512967585078"
"1929-02-28,-0.6036853102640516"
"1929-03-31,-0.48715258315356086"
"1929-04-30,-0.4373351801916211"
"1929-05-31,-0.4345293813508731"
"1929-06-30,-0.4088533782277207"
"1929-07-31,-0.4396209242144921"
"1929-08-31,-0.2663078975241265"
"1929-09-30,-0.2773390411303526"
"1929-10-31,-0.22126577773124537"
"1929-11-30,-0.14017748166749644"
"1929-12-31,-0.5603613352847536"
"1930-01-31,-0.36314651039452117"
"1930-02-28,-0.35584554203789454"
"1930-03-31,-0.2473275874794949"
"1930-04-30,-0.2312888599219259"
"1930-05-31,-0.25067643465093137"
"1930-06-30,-0.20374552625895348"
"1930-07-31,-0.18826440072096434"
"1930-08-31,-0.09765256037544917"
"1930-09-30,-0.092231417061224"
"1930-10-31,-0.09057753856323786"
"1930-11-30,0.0637637863350561"
"1930-12-31,-0.06467221085696079"
"1931-01-31,-0.13693941831919484"
"1931-02-28,-0.25869059319453525"
"1931-03-31,-0.1091936355296522"
"1931-04-30,-0.17070459196626797"
"1931-05-31,-0.19289995792448672"
"1931-06-30,-0.02544677911333697"
"1931-07-31,-0.008178203026791219"
"1931-08-31,-0.026662722604442992"
"1931-09-30,-0.05196855621747332"
"1931-10-31,-0.02698547190214637"
"1931-11-30,-0.13579522797588114"
"1931-12-31,-0.09730701585969764"
"1932-01-31,0.07975414792900481"
"1932-02-29,-0.1780536110212152"
"1932-03-31,-0.19476548966591126"
"1932-04-30,-0.06121994722920131"
"1932-05-31,-0.1598214243663408"
"1932-06-30,-0.25541134607981114"
"1932-07-31,-0.12971983855766175"
"1932-08-31,-0.18982056532791064"
"1932-09-30,-0.0005506662573571164"
"1932-10-31,-0.0943912717325027"
"1932-11-30,-0.29486137213172237"
"1932-12-31,-0.2666786665542176"
"1933-01-31,-0.31109114639562474"
"1933-02-28,-0.3509940740027404"
"1933-03-31,-0.38515511211060915"
"1933-04-30,-0.28470517114187344"
"1933-05-31,-0.27693640059935903"
"1933-06-30,-0.3236096549912062"
"1933-07-31,-0.2903948992196403"
"1933-08-31,-0.15375972192377185"
"1933-09-30,-0.32664743658979384"
"1933-10-31,-0.24582800794363682"
"1933-11-30,-0.40483869218364965"
"1933-12-31,-0.5141726225214989"
"1934-01-31,-0.32326754707928573"
"1934-02-28,-0.14517309715900964"
"1934-03-31,-0.43105689080711984"
"1934-04-30,-0.37176265546589804"
"1934-05-31,-0.14018928308004852"
"1934-06-30,-0.09232751166551313"
"1934-07-31,-0.17809096795829116"
"1934-08-31,-0.11440116408076864"
"1934-09-30,-0.13450967239312064"
"1934-10-31,-0.08177010387326666"
"1934-11-30,0.03182672497873666"
"1934-12-31,-0.11132000317286739"
"1935-01-31,-0.34797268754759614"
"1935-02-28,0.04972144854816582"
"1935-03-31,-0.21446297991439445"
"1935-04-30,-0.32283760195102895"
"1935-05-31,-0.31434223392296834"
"1935-06-30,-0.20928659430664595"
"1935-07-31,-0.1409420306665199"
"1935-08-31,-0.14877551049433774"
"1935-09-30,-0.19052883115421337"
"1935-10-31,-0.05521323486299158"
"1935-11-30,-0.32153568656506815"
"1935-12-31,-0.25653475270170123"
"1936-01-31,-0.39848114759802583"
"1936-02-29,-0.3431198400681442"
"1936-03-31,-0.3291644246074803"
"1936-04-30,-0.18832130013317566"
"1936-05-31,-0.17232911775964904"
"1936-06-30,-0.14899856708587303"
"1936-07-31,-0.06987007223715316"
"1936-08-31,-0.07327964198721346"
"1936-09-30,-0.10876614699208695"
"1936-10-31,-0.041382578264075924"
"1936-11-30,-0.05411077554362656"
"1936-12-31,-0.10642758427691368"
"1937-01-31,-0.12685170817448055"
"1937-02-28,0.06648683219623001"
"1937-03-31,-0.2619284754662008"
"1937-04-30,-0.12121346416319642"
"1937-05-31,-0.09120726457958124"
"1937-06-30,-0.008428331558660148"
"1937-07-31,0.019690081766333876"
"1937-08-31,0.03682859471819564"
"1937-09-30,0.14490854224406313"
"1937-10-31,0.1280106499870713"
"1937-11-30,0.061703083417350764"
"1937-12-31,-0.07838570523120772"
"1938-01-31,0.04551443909330558"
"1938-02-28,-0.009824213804770771"
"1938-03-31,-0.015279184419503513"
"1938-04-30,0.040003259793262275"
"1938-05-31,-0.095914966047932"
"1938-06-30,-0.0936448235546197"
"1938-07-31,-0.04622564802797836"
"1938-08-31,-0.002844416792813711"
"1938-09-30,0.01991738066206082"
"1938-10-31,0.16282215945204484"
"1938-11-30,0.054737236793639586"
"1938-12-31,-0.20567000485253423"
"1939-01-31,-0.12178779199916058"
"1939-02-28,-0.1176045777271154"
"1939-03-31,-0.28873167236312697"
"1939-04-30,-0.10640278821998432"
"1939-05-31,-0.030052149064353485"
"1939-06-30,0.014760026208836829"
"1939-07-31,-0.037748976091638055"
"1939-08-31,-0.040667548359163294"
"1939-09-30,-0.01716036707251363"
"1939-10-31,-0.09934572870038495"
"1939-11-30,0.02130213613971946"
"1939-12-31,0.3338734381231424"
"1940-01-31,-0.05265481738692333"
"1940-02-29,0.08632718080573763"
"1940-03-31,-0.03576625573373267"
"1940-04-30,0.14895240462068637"
"1940-05-31,0.05024119810131305"
"1940-06-30,0.04466372747380383"
"1940-07-31,0.14825320854367374"
"1940-08-31,0.09961082174107302"
"1940-09-30,0.1311867629978831"
"1940-10-31,0.09584135171211706"
"1940-11-30,-0.004656185431590313"
"1940-12-31,0.19923070974037999"
"1941-01-31,-0.03956095574634458"
"1941-02-28,0.11823888892646515"
"1941-03-31,-0.11652528032720301"
"1941-04-30,0.03622866240540037"
"1941-05-31,0.061235039758407744"
"1941-06-30,0.059624602053131345"
"1941-07-31,0.16075781260186559"
"1941-08-31,0.03967689490199641"
"1941-09-30,-0.14452067711099004"
"1941-10-31,0.2142664465472773"
"1941-11-30,-0.007257904764583085"
"1941-12-31,0.0753885182661925"
"1942-01-31,0.2578369305074186"
"1942-02-28,0.01680107154752777"
"1942-03-31,-0.04157940442919685"
"1942-04-30,-0.015153614391358854"
"1942-05-31,0.12379064979872897"
"1942-06-30,0.03032583546550642"
"1942-07-31,-0.05975249619009003"
"1942-08-31,-0.05740612009719254"
"1942-09-30,-0.013465348207860925"
"1942-10-31,-0.08694347099578485"
"1942-11-30,-0.05751003731052103"
"1942-12-31,-0.080070905196223"
"1943-01-31,-0.18267323805472394"
"1943-02-28,-0.03061434057319186"
"1943-03-31,-0.16772735303272526"
"1943-04-30,0.022969416574715424"
"1943-05-31,0.0355091313361877"
"1943-06-30,-0.07487101041902627"
"1943-07-31,0.018335526375982156"
"1943-08-31,0.0316108764736969"
"1943-09-30,-0.01344150744081962"
"1943-10-31,0.22771359735790989"
"1943-11-30,0.10388872351908851"
"1943-12-31,0.10626906958065475"
"1944-01-31,0.3181621387448345"
"1944-02-29,0.11862034594438178"
"1944-03-31,0.12006746025509134"
"1944-04-30,0.04225587770198163"
"1944-05-31,0.11992562580799718"
"1944-06-30,0.10735916712043554"
"1944-07-31,0.14871695380361508"
"1944-08-31,0.20666181668048458"
"1944-09-30,0.16769068400709472"
"1944-10-31,0.2080559439009202"
"1944-11-30,0.08847658006221142"
"1944-12-31,0.08326899961746725"
"1945-01-31,0.09508047587302133"
"1945-02-28,0.04839935016545759"
"1945-03-31,0.03865823811352292"
"1945-04-30,0.20985286595747765"
"1945-05-31,-0.0616857057871358"
"1945-06-30,-0.03652021922427182"
"1945-07-31,0.00042324736402994667"
"1945-08-31,0.2362124089589674"
"1945-09-30,0.10283859812169474"
"1945-10-31,0.09423338817772027"
"1945-11-30,-0.010639086020488861"
"1945-12-31,-0.19979318303716792"
"1946-01-31,0.046495322314840465"
"1946-02-28,-0.11574643322558184"
"1946-03-31,-0.12155509788450009"
"1946-04-30,-0.001070215982862942"
"1946-05-31,-0.08271880307015696"
"1946-06-30,-0.2700289099901503"
"1946-07-31,-0.10938962807211138"
"1946-08-31,-0.15412525969240692"
"1946-09-30,-0.09819822202066632"
"1946-10-31,-0.06812635299178935"
"1946-11-30,-0.10808773318120263"
"1946-12-31,-0.3432022258704104"
"1947-01-31,-0.1505110126322225"
"1947-02-28,-0.1410639667450987"
"1947-03-31,-0.0761829108979539"
"1947-04-30,-0.05486983419939454"
"1947-05-31,-0.07080105191093132"
"1947-06-30,-0.09273296966690606"
"1947-07-31,-0.06481823755927234"
"1947-08-31,-0.11288263631024595"
"1947-09-30,-0.16043017729815787"
"1947-10-31,0.033811673877542664"
"1947-11-30,0.02912333958380548"
"1947-12-31,-0.23310878757736092"
"1948-01-31,-0.018996650323295828"
"1948-02-29,-0.23857600679437685"
"1948-03-31,-0.2830234624366828"
"1948-04-30,-0.11460239599729388"
"1948-05-31,0.05757824552467272"
"1948-06-30,-0.00821597095914801"
"1948-07-31,-0.12959682701374686"
"1948-08-31,-0.04757474346343351"
"1948-09-30,-0.13380374303989048"
"1948-10-31,-0.05680375087906739"
"1948-11-30,-0.1733321460578059"
"1948-12-31,-0.3489877762456075"
"1949-01-31,-0.01857809299054781"
"1949-02-28,-0.24225991968315974"
"1949-03-31,-0.10957817699659395"
"1949-04-30,-0.146712985927761"
"1949-05-31,-0.11125474889217976"
"1949-06-30,-0.2331656675374645"
"1949-07-31,-0.1800794613288595"
"1949-08-31,-0.07750365467558532"
"1949-09-30,-0.12327029595817923"
"1949-10-31,-0.08973549200258109"
"1949-11-30,-0.18104190309134108"
"1949-12-31,-0.21244650729958714"
"1950-01-31,-0.30004354252550836"
"1950-02-28,-0.3700363652129539"
"1950-03-31,-0.21643833352274924"
"1950-04-30,-0.24361573002854417"
"1950-05-31,-0.13729777261648632"
"1950-06-30,-0.10504337217580519"
"1950-07-31,-0.10670231053079406"
"1950-08-31,-0.15261762890918587"
"1950-09-30,-0.24503586418107667"
"1950-10-31,-0.20104446138262516"
"1950-11-30,-0.38081577369635894"
"1950-12-31,-0.2607703850769675"
"1951-01-31,-0.36034261881655694"
"1951-02-28,-0.5093785187480446"
"1951-03-31,-0.2620191737265497"
"1951-04-30,-0.10807769390132466"
"1951-05-31,0.03226921432873052"
"1951-06-30,0.06018114569647324"
"1951-07-31,0.03866412127570203"
"1951-08-31,0.12133112996398264"
"1951-09-30,0.13226272888209742"
"1951-10-31,0.1243614354095179"
"1951-11-30,-0.07229670894408287"
"1951-12-31,0.06919729630798306"
"1952-01-31,0.09402644064504599"
"1952-02-29,0.06835087658359278"
"1952-03-31,-0.16353901811386504"
"1952-04-30,0.04558809087180486"
"1952-05-31,0.022243695256306307"
"1952-06-30,0.023484356187652912"
"1952-07-31,0.09006012246944112"
"1952-08-31,0.09694239276699265"
"1952-09-30,0.09621102464910675"
"1952-10-31,-0.016534438292013287"
"1952-11-30,-0.13228505426050707"
"1952-12-31,-0.04029371016601149"
"1953-01-31,-0.009005178078966076"
"1953-02-28,0.09501191092158655"
"1953-03-31,0.018006958955958177"
"1953-04-30,0.22455436342939383"
"1953-05-31,0.14901618251573173"
"1953-06-30,0.1404281952345809"
"1953-07-31,0.04314458279865827"
"1953-08-31,0.0870785597949201"
"1953-09-30,0.0863011087741095"
"1953-10-31,0.08342033075588859"
"1953-11-30,-0.005809957693033509"
"1953-12-31,0.01942186986491593"
"1954-01-31,-0.24345859724883512"
"1954-02-28,-0.08907445811307195"
"1954-03-31,-0.18339782271012922"
"1954-04-30,-0.11477188151854248"
"1954-05-31,-0.17059736640600376"
"1954-06-30,-0.12963391075735156"
"1954-07-31,-0.19616232935108688"
"1954-08-31,-0.10182279287474229"
"1954-09-30,-0.11330111502978178"
"1954-10-31,-0.011538466142744177"
"1954-11-30,0.11638409184733786"
"1954-12-31,-0.16362790415417844"
"1955-01-31,0.10597787837859954"
"1955-02-28,-0.19271314775582554"
"1955-03-31,-0.3963696061136996"
"1955-04-30,-0.22909744413946187"
"1955-05-31,-0.23882907953613233"
"1955-06-30,-0.17836485768384913"
"1955-07-31,-0.2082960309742665"
"1955-08-31,-0.08842416323784681"
"1955-09-30,-0.14314792039295343"
"1955-10-31,-0.11328783891472803"
"1955-11-30,-0.32083783792111165"
"1955-12-31,-0.3643290711960488"
"1956-01-31,-0.24038251429789603"
"1956-02-29,-0.2824350150811937"
"1956-03-31,-0.35645251216117013"
"1956-04-30,-0.30645921956536565"
"1956-05-31,-0.33606263179630225"
"1956-06-30,-0.22652254844988118"
"1956-07-31,-0.21063520578953324"
"1956-08-31,-0.2896486556215177"
"1956-09-30,-0.27347540503517415"
"1956-10-31,-0.2631584526426497"
"1956-11-30,-0.21516415129910407"
"1956-12-31,-0.15759089442111435"
"1957-01-31,-0.22153524003287942"
"1957-02-28,-0.15856388157828544"
"1957-03-31,-0.1975385941539466"
"1957-04-30,-0.041761865057959265"
"1957-05-31,0.031779971265080864"
"1957-06-30,0.06454677892041417"
"1957-07-31,-0.06267592249535298"
"1957-08-31,0.07285774930568983"
"1957-09-30,0.041351954054632906"
"1957-10-31,-0.000792037902098111"
"1957-11-30,-0.003975859904289823"
"1957-12-31,0.05228783937262557"
"1958-01-31,0.2547218788922194"
"1958-02-28,0.09280772037180376"
"1958-03-31,0.00525545736078175"
"1958-04-30,-0.06950848947435015"
"1958-05-31,0.0164765911783264"
"1958-06-30,-0.15305896494441876"
"1958-07-31,-0.020030652454584196"
"1958-08-31,-0.08308560623381883"
"1958-09-30,-0.1147992278621019"
"1958-10-31,-0.019471264107572096"
"1958-11-30,-0.038575902012829504"
"1958-12-31,-0.08232217372940953"
"1959-01-31,0.013691865838124054"
"1959-02-28,-0.00508403496156141"
"1959-03-31,0.016677765181643982"
"1959-04-30,0.026267797709244402"
"1959-05-31,-0.03853143182551884"
"1959-06-30,-0.0018165166299928376"
"1959-07-31,-0.043648165663576016"
"1959-08-31,-0.0413455040001368"
"1959-09-30,-0.14124895546664104"
"1959-10-31,-0.0713378363775893"
"1959-11-30,-0.18634169114273555"
"1959-12-31,-0.10334120712214644"
"1960-01-31,-0.11465856854898984"
"1960-02-29,0.022811420503579285"
"1960-03-31,-0.4468836530144026"
"1960-04-30,-0.26193931706986745"
"1960-05-31,-0.17928643657658974"
"1960-06-30,-0.12612279776785967"
"1960-07-31,-0.11407162125036528"
"1960-08-31,-0.006310927055877549"
"1960-09-30,0.003214442071152004"
"1960-10-31,-0.031158554412308873"
"1960-11-30,-0.21504581063269843"
"1960-12-31,0.08360750159420015"
"1961-01-31,-0.05222938139003652"
"1961-02-28,0.09082803583880372"
"1961-03-31,-0.061647900022289266"
"1961-04-30,0.06100268908632203"
"1961-05-31,0.06788093899008335"
"1961-06-30,0.08760505388896578"
"1961-07-31,-0.03974988921313014"
"1961-08-31,-0.016852155406603928"
"1961-09-30,-0.030176051905227267"
"1961-10-31,-0.06376158982436766"
"1961-11-30,-0.031068905170017244"
"1961-12-31,-0.2517995108648512"
"1962-01-31,-0.057049691695804386"
"1962-02-28,0.012157755236043939"
"1962-03-31,0.01874845629365203"
"1962-04-30,-0.02607215845422307"
"1962-05-31,-0.1816451136392947"
"1962-06-30,-0.05626703850444595"
"1962-07-31,-0.10915736259330407"
"1962-08-31,-0.10973201836411775"
"1962-09-30,-0.07493822987327876"
"1962-10-31,-0.03820204189657326"
"1962-11-30,-0.020875224139144"
"1962-12-31,-0.12562061593786142"
"1963-01-31,-0.1219482034241971"
